Month,Month_Sin,Month_Cos,Quarter,Is_Weekend,Crude_Oil_USD,Crude_Oil_lag_7,Crude_Oil_lag_30,Exchange Rate,Exchange_Rate_pct_change,Crude_Oil_LKR,GDP_Growth_Pct,Inflation_Rate,Inflation_adj_factor,Is_Sinhala_Tamil_New_Year,Is_Vesak,Is_Christmas,Is_New_Year,Is_COVID_Period,Is_Crisis_2022,Is_Recovery_Period,LP_92_lag_1,LP_92_lag_7,LP_92_lag_30,LP_92_rolling_mean_7,LP_92_rolling_std_7,LP_92_rolling_mean_30,LP_92_rolling_std_30,LP_95_lag_1,LP_95_lag_7,LP_95_lag_30,LP_95_rolling_mean_7,LP_95_rolling_std_7,LP_95_rolling_mean_30,LP_95_rolling_std_30,LAD_lag_1,LAD_lag_7,LAD_lag_30,LAD_rolling_mean_7,LAD_rolling_std_7,LAD_rolling_mean_30,LAD_rolling_std_30,LSD_lag_1,LSD_lag_7,LSD_lag_30,LSD_rolling_mean_7,LSD_rolling_std_7,LSD_rolling_mean_30,LSD_rolling_std_30,LK_lag_1,LK_lag_7,LK_lag_30,LK_rolling_mean_7,LK_rolling_std_7,LK_rolling_mean_30,LK_rolling_std_30
-0.6666666666666666,1.0,6.123233995736766e-17,-1.0,0,0.2640000000000002,0.16453333333333342,-0.018666666666666745,-0.571193697301548,0.0,-0.28662534134471723,0.43493150684931503,0.0,-0.05188758417034486,0,0,0,0,0,0,0,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,0.0,-0.4888888888888889,0.0,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,0.0,-0.7567567567567568,0.0,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,0.0,-1.1923076923076923,0.0,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,0.0,-1.2485714285714287,0.0,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,0.0,-0.40425531914893614,0.0
-0.6666666666666666,1.0,6.123233995736766e-17,-1.0,0,0.2640000000000002,0.16453333333333342,0.16453333333333342,-0.571193697301548,0.0,-0.28662534134471723,0.43493150684931503,0.0,-0.05188758417034486,0,0,0,0,0,0,0,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,0.0,-0.4888888888888889,0.0,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,0.0,-0.7567567567567568,0.0,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,0.0,-1.1923076923076923,0.0,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,0.0,-1.2485714285714287,0.0,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,0.0,-0.40425531914893614,0.0
-0.6666666666666666,1.0,6.123233995736766e-17,-1.0,0,0.2640000000000002,0.16453333333333342,0.16453333333333342,-0.571193697301548,0.0,-0.28662534134471723,0.43493150684931503,0.0,-0.05188758417034486,0,0,0,0,0,0,0,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,0.0,-0.4888888888888889,0.0,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,0.0,-0.7567567567567568,0.0,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,0.0,-1.1923076923076923,0.0,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,0.0,-1.2485714285714287,0.0,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,0.0,-0.40425531914893614,0.0
-0.6666666666666666,1.0,6.123233995736766e-17,-1.0,0,0.2640000000000002,0.16453333333333342,0.16453333333333342,-0.571193697301548,0.0,-0.28662534134471723,0.43493150684931503,0.0,-0.05188758417034486,0,0,0,0,0,0,0,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,0.0,-0.4888888888888889,0.0,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,0.0,-0.7567567567567568,0.0,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,0.0,-1.1923076923076923,0.0,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,0.0,-1.2485714285714287,0.0,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,0.0,-0.40425531914893614,0.0
-0.6666666666666666,1.0,6.123233995736766e-17,-1.0,1,0.2640000000000002,0.16453333333333342,0.16453333333333342,-0.571193697301548,0.0,-0.28662534134471723,0.43493150684931503,0.0,-0.05188758417034486,0,0,0,0,0,0,0,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,0.0,-0.4888888888888889,0.0,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,0.0,-0.7567567567567568,0.0,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,0.0,-1.1923076923076923,0.0,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,0.0,-1.2485714285714287,0.0,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,0.0,-0.40425531914893614,0.0
-0.6666666666666666,1.0,6.123233995736766e-17,-1.0,1,0.2640000000000002,0.16453333333333342,0.16453333333333342,-0.571193697301548,0.0,-0.28662534134471723,0.43493150684931503,0.0,-0.05188758417034486,0,0,0,0,0,0,0,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,0.0,-0.4888888888888889,0.0,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,0.0,-0.7567567567567568,0.0,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,0.0,-1.1923076923076923,0.0,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,0.0,-1.2485714285714287,0.0,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,0.0,-0.40425531914893614,0.0
-0.6666666666666666,1.0,6.123233995736766e-17,-1.0,0,0.2640000000000002,0.2640000000000002,0.16453333333333342,-0.571193697301548,0.0,-0.28662534134471723,0.43493150684931503,0.0,-0.05188758417034486,0,0,0,0,0,0,0,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,0.0,-0.4888888888888889,0.0,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,0.0,-0.7567567567567568,0.0,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,0.0,-1.1923076923076923,0.0,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,0.0,-1.2485714285714287,0.0,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,0.0,-0.40425531914893614,0.0
-0.6666666666666666,1.0,6.123233995736766e-17,-1.0,0,0.2640000000000002,0.2640000000000002,0.16453333333333342,-0.571193697301548,0.0,-0.28662534134471723,0.43493150684931503,0.0,-0.05188758417034486,0,0,0,0,0,0,0,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,0.0,-0.4888888888888889,0.0,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,0.0,-0.7567567567567568,0.0,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,0.0,-1.1923076923076923,0.0,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,0.0,-1.2485714285714287,0.0,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,0.0,-0.40425531914893614,0.0
-0.6666666666666666,1.0,6.123233995736766e-17,-1.0,0,0.2640000000000002,0.2640000000000002,0.16453333333333342,-0.571193697301548,0.0,-0.28662534134471723,0.43493150684931503,0.0,-0.05188758417034486,0,0,0,0,0,0,0,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,0.0,-0.4888888888888889,0.0,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,0.0,-0.7567567567567568,0.0,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,0.0,-1.1923076923076923,0.0,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,0.0,-1.2485714285714287,0.0,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,0.0,-0.40425531914893614,0.0
-0.6666666666666666,1.0,6.123233995736766e-17,-1.0,0,0.2640000000000002,0.2640000000000002,0.16453333333333342,-0.571193697301548,0.0,-0.28662534134471723,0.43493150684931503,0.0,-0.05188758417034486,0,0,0,0,0,0,0,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,0.0,-0.4888888888888889,0.0,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,0.0,-0.7567567567567568,0.0,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,0.0,-1.1923076923076923,0.0,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,0.0,-1.2485714285714287,0.0,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,0.0,-0.40425531914893614,0.0
-0.6666666666666666,1.0,6.123233995736766e-17,-1.0,0,0.2640000000000002,0.2640000000000002,0.16453333333333342,-0.571193697301548,0.0,-0.28662534134471723,0.43493150684931503,0.0,-0.05188758417034486,0,0,0,0,0,0,0,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,0.0,-0.4888888888888889,0.0,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,0.0,-0.7567567567567568,0.0,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,0.0,-1.1923076923076923,0.0,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,0.0,-1.2485714285714287,0.0,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,0.0,-0.40425531914893614,0.0
-0.6666666666666666,1.0,6.123233995736766e-17,-1.0,1,0.2640000000000002,0.2640000000000002,0.16453333333333342,-0.571193697301548,0.0,-0.28662534134471723,0.43493150684931503,0.0,-0.05188758417034486,0,0,0,0,0,0,0,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,0.0,-0.4888888888888889,0.0,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,0.0,-0.7567567567567568,0.0,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,0.0,-1.1923076923076923,0.0,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,0.0,-1.2485714285714287,0.0,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,0.0,-0.40425531914893614,0.0
-0.6666666666666666,1.0,6.123233995736766e-17,-1.0,1,0.2640000000000002,0.2640000000000002,0.16453333333333342,-0.571193697301548,0.0,-0.28662534134471723,0.43493150684931503,0.0,-0.05188758417034486,0,0,0,0,0,0,0,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,0.0,-0.4888888888888889,0.0,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,0.0,-0.7567567567567568,0.0,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,0.0,-1.1923076923076923,0.0,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,0.0,-1.2485714285714287,0.0,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,0.0,-0.40425531914893614,0.0
-0.6666666666666666,1.0,6.123233995736766e-17,-1.0,0,0.2640000000000002,0.2640000000000002,0.16453333333333342,-0.571193697301548,0.0,-0.28662534134471723,0.43493150684931503,0.0,-0.05188758417034486,0,0,0,0,0,0,0,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,0.0,-0.4888888888888889,0.0,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,0.0,-0.7567567567567568,0.0,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,0.0,-1.1923076923076923,0.0,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,0.0,-1.2485714285714287,0.0,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,0.0,-0.40425531914893614,0.0
-0.6666666666666666,1.0,6.123233995736766e-17,-1.0,0,0.2640000000000002,0.2640000000000002,0.16453333333333342,-0.571193697301548,0.0,-0.28662534134471723,0.43493150684931503,0.0,-0.05188758417034486,0,0,0,0,0,0,0,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,0.0,-0.4888888888888889,0.0,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,0.0,-0.7567567567567568,0.0,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,0.0,-1.1923076923076923,0.0,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,0.0,-1.2485714285714287,0.0,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,0.0,-0.40425531914893614,0.0
-0.6666666666666666,1.0,6.123233995736766e-17,-1.0,0,0.2640000000000002,0.2640000000000002,0.16453333333333342,-0.571193697301548,0.0,-0.28662534134471723,0.43493150684931503,0.0,-0.05188758417034486,0,0,0,0,0,0,0,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,0.0,-0.4888888888888889,0.0,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,0.0,-0.7567567567567568,0.0,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,0.0,-1.1923076923076923,0.0,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,0.0,-1.2485714285714287,0.0,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,0.0,-0.40425531914893614,0.0
-0.6666666666666666,1.0,6.123233995736766e-17,-1.0,0,0.2640000000000002,0.2640000000000002,0.16453333333333342,-0.571193697301548,0.0,-0.28662534134471723,0.43493150684931503,0.0,-0.05188758417034486,0,0,0,0,0,0,0,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,0.0,-0.4888888888888889,0.0,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,0.0,-0.7567567567567568,0.0,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,0.0,-1.1923076923076923,0.0,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,0.0,-1.2485714285714287,0.0,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,0.0,-0.40425531914893614,0.0
-0.6666666666666666,1.0,6.123233995736766e-17,-1.0,0,0.2640000000000002,0.2640000000000002,0.16453333333333342,-0.571193697301548,0.0,-0.28662534134471723,0.43493150684931503,0.0,-0.05188758417034486,0,0,0,0,0,0,0,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,0.0,-0.4888888888888889,0.0,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,0.0,-0.7567567567567568,0.0,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,0.0,-1.1923076923076923,0.0,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,0.0,-1.2485714285714287,0.0,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,0.0,-0.40425531914893614,0.0
-0.6666666666666666,1.0,6.123233995736766e-17,-1.0,1,0.2640000000000002,0.2640000000000002,0.16453333333333342,-0.571193697301548,0.0,-0.28662534134471723,0.43493150684931503,0.0,-0.05188758417034486,0,0,0,0,0,0,0,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,0.0,-0.4888888888888889,0.0,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,0.0,-0.7567567567567568,0.0,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,0.0,-1.1923076923076923,0.0,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,0.0,-1.2485714285714287,0.0,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,0.0,-0.40425531914893614,0.0
-0.6666666666666666,1.0,6.123233995736766e-17,-1.0,1,0.2640000000000002,0.2640000000000002,0.16453333333333342,-0.571193697301548,0.0,-0.28662534134471723,0.43493150684931503,0.0,-0.05188758417034486,0,0,0,0,0,0,0,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,0.0,-0.4888888888888889,0.0,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,0.0,-0.7567567567567568,0.0,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,0.0,-1.1923076923076923,0.0,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,0.0,-1.2485714285714287,0.0,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,0.0,-0.40425531914893614,0.0
-0.6666666666666666,1.0,6.123233995736766e-17,-1.0,0,0.2640000000000002,0.2640000000000002,0.16453333333333342,-0.571193697301548,0.0,-0.28662534134471723,0.43493150684931503,0.0,-0.05188758417034486,0,0,0,0,0,0,0,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,0.0,-0.4888888888888889,0.0,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,0.0,-0.7567567567567568,0.0,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,0.0,-1.1923076923076923,0.0,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,0.0,-1.2485714285714287,0.0,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,0.0,-0.40425531914893614,0.0
-0.6666666666666666,1.0,6.123233995736766e-17,-1.0,0,0.2640000000000002,0.2640000000000002,0.16453333333333342,-0.571193697301548,0.0,-0.28662534134471723,0.43493150684931503,0.0,-0.05188758417034486,0,0,0,0,0,0,0,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,0.0,-0.4888888888888889,0.0,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,0.0,-0.7567567567567568,0.0,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,0.0,-1.1923076923076923,0.0,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,0.0,-1.2485714285714287,0.0,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,0.0,-0.40425531914893614,0.0
-0.6666666666666666,1.0,6.123233995736766e-17,-1.0,0,0.2640000000000002,0.2640000000000002,0.16453333333333342,-0.571193697301548,0.0,-0.28662534134471723,0.43493150684931503,0.0,-0.05188758417034486,0,0,0,0,0,0,0,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,0.0,-0.4888888888888889,0.0,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,0.0,-0.7567567567567568,0.0,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,0.0,-1.1923076923076923,0.0,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,0.0,-1.2485714285714287,0.0,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,0.0,-0.40425531914893614,0.0
-0.6666666666666666,1.0,6.123233995736766e-17,-1.0,0,0.2640000000000002,0.2640000000000002,0.16453333333333342,-0.571193697301548,0.0,-0.28662534134471723,0.43493150684931503,0.0,-0.05188758417034486,0,0,0,0,0,0,0,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,0.0,-0.4888888888888889,0.0,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,0.0,-0.7567567567567568,0.0,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,0.0,-1.1923076923076923,0.0,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,0.0,-1.2485714285714287,0.0,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,0.0,-0.40425531914893614,0.0
-0.6666666666666666,1.0,6.123233995736766e-17,-1.0,0,0.2640000000000002,0.2640000000000002,0.16453333333333342,-0.571193697301548,0.0,-0.28662534134471723,0.43493150684931503,0.0,-0.05188758417034486,0,0,0,0,0,0,0,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,0.0,-0.4888888888888889,0.0,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,0.0,-0.7567567567567568,0.0,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,0.0,-1.1923076923076923,0.0,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,0.0,-1.2485714285714287,0.0,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,0.0,-0.40425531914893614,0.0
-0.6666666666666666,1.0,6.123233995736766e-17,-1.0,1,0.2640000000000002,0.2640000000000002,0.16453333333333342,-0.571193697301548,0.0,-0.28662534134471723,0.43493150684931503,0.0,-0.05188758417034486,0,0,0,0,0,0,0,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,0.0,-0.4888888888888889,0.0,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,0.0,-0.7567567567567568,0.0,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,0.0,-1.1923076923076923,0.0,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,0.0,-1.2485714285714287,0.0,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,0.0,-0.40425531914893614,0.0
-0.6666666666666666,1.0,6.123233995736766e-17,-1.0,1,0.2640000000000002,0.2640000000000002,0.16453333333333342,-0.571193697301548,0.0,-0.28662534134471723,0.43493150684931503,0.0,-0.05188758417034486,0,0,0,0,0,0,0,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,0.0,-0.4888888888888889,0.0,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,0.0,-0.7567567567567568,0.0,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,0.0,-1.1923076923076923,0.0,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,0.0,-1.2485714285714287,0.0,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,0.0,-0.40425531914893614,0.0
-0.6666666666666666,1.0,6.123233995736766e-17,-1.0,0,0.2640000000000002,0.2640000000000002,0.16453333333333342,-0.571193697301548,0.0,-0.28662534134471723,0.43493150684931503,0.0,-0.05188758417034486,0,0,0,0,0,0,0,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,-0.4888888888888889,0.0,-0.4888888888888889,0.0,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,-0.7567567567567568,0.0,-0.7567567567567568,0.0,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,-1.1923076923076923,0.0,-1.1923076923076923,0.0,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,-1.2485714285714287,0.0,-1.2485714285714287,0.0,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,-0.40425531914893614,0.0,-0.40425531914893614,0.0
